"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","a",,"2243","1686851606085","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","s",,"2244","1686851606264","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","s",,"2245","1686851606401","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","p","","2241","1686851605964","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"2242","1686851605964","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","a","","2242","1686851606078","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"2243","1686851606085","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","s","","2243","1686851606256","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"2244","1686851606264","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","s","","2244","1686851606394","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"2245","1686851606401","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Enter",,,"1686851610129","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
    ","","2245","1686851610132","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","    ","2246","1686851610135","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1686851614673","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","2208","1686851614675","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"2236","1686851636689","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","a",,"2237","1686851636762","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"2238","1686851636905","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"2239","1686851636985","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","p","","2235","1686851636689","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"2236","1686851636689","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","a","","2236","1686851636761","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"2237","1686851636762","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","2237","1686851636905","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2238","1686851636905","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","2238","1686851636984","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"2239","1686851636985","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Action","Backspace",,,"1686851637476","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","h","2238","1686851637477","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851637605","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","2237","1686851637606","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851637764","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","2236","1686851637765","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851638141","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","2235","1686851638142","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","p",,"2236","1686851640146","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","a",,"2237","1686851640245","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"2238","1686851640482","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"2239","1686851640566","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","p","","2235","1686851640146","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"2236","1686851640146","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","a","","2236","1686851640245","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"2237","1686851640245","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","2237","1686851640482","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2238","1686851640482","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","2238","1686851640565","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"2239","1686851640566","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Action","Backspace",,,"1686851642053","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","h","2238","1686851642054","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851642211","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","2237","1686851642212","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851642356","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","2236","1686851642367","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851642481","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","2235","1686851642482","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","2235","1686851643737","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"2236","1686851643738","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","2236","1686851643882","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"2237","1686851643882","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","i","","2237","1686851644020","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"2238","1686851644021","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","t","","2238","1686851645655","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2239","1686851645656","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","i","","2239","1686851645795","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"2240","1686851645796","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","a","","2240","1686851646175","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"2241","1686851646176","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","l",,"2242","1686851646212","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","l","","2241","1686851646212","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"2236","1686851643738","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"2237","1686851643882","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","i",,"2238","1686851644021","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","t",,"2239","1686851645656","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"2240","1686851645796","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","a",,"2241","1686851646176","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","l",,"2242","1686851646212","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","_","","2242","1686851647926","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"2243","1686851647927","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","p","","2243","1686851648306","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"2244","1686851648307","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","a","","2244","1686851648379","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"2245","1686851648380","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","2245","1686851648510","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2246","1686851648510","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","2246","1686851648564","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"2247","1686851648564","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","_",,"2243","1686851647927","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","p",,"2244","1686851648307","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","a",,"2245","1686851648380","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"2246","1686851648510","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"2247","1686851648564","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Action","Right",,,"1686851662262","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Backspace",,,"1686851663184","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","2233","1686851663185","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663438","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","y","2232","1686851663439","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663471","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","2231","1686851663472","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663501","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","d","2230","1686851663502","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663549","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","2229","1686851663550","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663580","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","d","2228","1686851663581","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663613","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","2227","1686851663614","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663644","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","2226","1686851663644","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663675","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","2225","1686851663676","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663708","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","2224","1686851663708","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663740","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","c","2223","1686851663741","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663771","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","2222","1686851663771","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663804","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","2221","1686851663805","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663834","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","2220","1686851663835","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663867","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","2219","1686851663868","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663898","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","2218","1686851663899","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851663930","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","2217","1686851663931","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","_","","2217","1686851664915","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"2218","1686851664915","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"2218","1686851664915","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","f",,"2219","1686851665847","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","o",,"2220","1686851665924","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","l",,"2221","1686851666069","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","e",,"2222","1686851666332","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","d",,"2222","1686851666732","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"2223","1686851666883","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"2224","1686851666935","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","s",,"2225","1686851667041","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","f","","2218","1686851665846","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"2219","1686851665847","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","o","","2219","1686851665924","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"2220","1686851665924","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","l","","2220","1686851666069","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"2221","1686851666069","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","2221","1686851666332","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"2222","1686851666332","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Action","Backspace",,,"1686851666674","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","2221","1686851666675","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","d","","2221","1686851666732","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"2222","1686851666732","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","e","","2222","1686851666883","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"2223","1686851666883","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","2223","1686851666935","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"2224","1686851666935","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","s","","2224","1686851667041","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"2225","1686851667041","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Move Cursor",,,"1686851693064","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Move Cursor",,,"1686851693173","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Move Cursor",,,"1686851693283","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Move Cursor",,,"1686851693424","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Move Cursor",,,"1686851693533","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Move Cursor",,,"1686851693641","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Move Cursor",,,"1686851693749","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Move Cursor",,,,,
"X-Action","Cut",,,"1686851698374","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Cut",,,,,
"X-Copy","for i in range(31):
        # This if-else-if series determines which ending to put on the path name
        # Path name in the form 10-11
        if i < 8:
            pathEnding = ""0"" + str(i + 1) + ""-0"" + str(i + 2)
        elif i == 8:
            pathEnding = ""09-10""
        elif i == 30:
            pathEnding = ""31-01""
        else:
            pathEnding = str(i + 1) + ""-"" + str(i + 2)
        # Adding a case just below for when it's the end of the month on the 28th 29th or 30th

        # makes the path where the directory is taken using the previous user input

        path = initial_path + month + pathEnding
        if os.path.exists(path):
            unprocessedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                unprocessedCount += 1
                pathEnding = str(i + 1) + ""-01""
        path = initial_path + ""processed//"" + month + pathEnding
        if os.path.exists(path):
            processedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + ""processed//"" + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                processedCount += 1
                pathEnding = str(i + 1) + ""-01""

        if not os.path.exists(path):  # Makes it so if a folder doesn't exist, it doesn't attempt to count the files inside
            continue",,"615","1686851698376","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"for i in range(31):
        # This if-else-if series determines which ending to put on the path name
        # Path name in the form 10-11
        if i < 8:
            pathEnding = ""0"" + str(i + 1) + ""-0"" + str(i + 2)
        elif i == 8:
            pathEnding = ""09-10""
        elif i == 30:
            pathEnding = ""31-01""
        else:
            pathEnding = str(i + 1) + ""-"" + str(i + 2)
        # Adding a case just below for when it's the end of the month on the 28th 29th or 30th

        # makes the path where the directory is taken using the previous user input

        path = initial_path + month + pathEnding
        if os.path.exists(path):
            unprocessedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                unprocessedCount += 1
                pathEnding = str(i + 1) + ""-01""
        path = initial_path + ""processed//"" + month + pathEnding
        if os.path.exists(path):
            processedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + ""processed//"" + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                processedCount += 1
                pathEnding = str(i + 1) + ""-01""

        if not os.path.exists(path):  # Makes it so if a folder doesn't exist, it doesn't attempt to count the files inside
            continue",,,,,
"File.Edit","","for i in range(31):
        # This if-else-if series determines which ending to put on the path name
        # Path name in the form 10-11
        if i < 8:
            pathEnding = ""0"" + str(i + 1) + ""-0"" + str(i + 2)
        elif i == 8:
            pathEnding = ""09-10""
        elif i == 30:
            pathEnding = ""31-01""
        else:
            pathEnding = str(i + 1) + ""-"" + str(i + 2)
        # Adding a case just below for when it's the end of the month on the 28th 29th or 30th

        # makes the path where the directory is taken using the previous user input

        path = initial_path + month + pathEnding
        if os.path.exists(path):
            unprocessedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                unprocessedCount += 1
                pathEnding = str(i + 1) + ""-01""
        path = initial_path + ""processed//"" + month + pathEnding
        if os.path.exists(path):
            processedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + ""processed//"" + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                processedCount += 1
                pathEnding = str(i + 1) + ""-01""

        if not os.path.exists(path):  # Makes it so if a folder doesn't exist, it doesn't attempt to count the files inside
            continue","615","1686851698385","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851701168","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","657","1686851701170","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851701317","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","656","1686851701318","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851701467","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","655","1686851701468","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1686851701597","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","654","1686851701598","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Paste",,,"1686851702124","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"Paste",,,,,
"p","for i in range(31):
        # This if-else-if series determines which ending to put on the path name
        # Path name in the form 10-11
        if i < 8:
            pathEnding = ""0"" + str(i + 1) + ""-0"" + str(i + 2)
        elif i == 8:
            pathEnding = ""09-10""
        elif i == 30:
            pathEnding = ""31-01""
        else:
            pathEnding = str(i + 1) + ""-"" + str(i + 2)
        # Adding a case just below for when it's the end of the month on the 28th 29th or 30th

        # makes the path where the directory is taken using the previous user input

        path = initial_path + month + pathEnding
        if os.path.exists(path):
            unprocessedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                unprocessedCount += 1
                pathEnding = str(i + 1) + ""-01""
        path = initial_path + ""processed//"" + month + pathEnding
        if os.path.exists(path):
            processedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + ""processed//"" + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                processedCount += 1
                pathEnding = str(i + 1) + ""-01""

        if not os.path.exists(path):  # Makes it so if a folder doesn't exist, it doesn't attempt to count the files inside
            continue",,"654","1686851702124","processed_folder_creator.py","1.1.5 for 2021-2022 @t1",,"for i in range(31):
        # This if-else-if series determines which ending to put on the path name
        # Path name in the form 10-11
        if i < 8:
            pathEnding = ""0"" + str(i + 1) + ""-0"" + str(i + 2)
        elif i == 8:
            pathEnding = ""09-10""
        elif i == 30:
            pathEnding = ""31-01""
        else:
            pathEnding = str(i + 1) + ""-"" + str(i + 2)
        # Adding a case just below for when it's the end of the month on the 28th 29th or 30th

        # makes the path where the directory is taken using the previous user input

        path = initial_path + month + pathEnding
        if os.path.exists(path):
            unprocessedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                unprocessedCount += 1
                pathEnding = str(i + 1) + ""-01""
        path = initial_path + ""processed//"" + month + pathEnding
        if os.path.exists(path):
            processedCount += 1
        elif not os.path.exists(path) and (i == 27 or i == 28 or i == 29):  # Tests to see if it's the end of the month
            path = initial_path + ""processed//"" + month + str(i + 1) + ""-01""
            if os.path.exists(path):
                processedCount += 1
                pathEnding = str(i + 1) + ""-01""

        if not os.path.exists(path):  # Makes it so if a folder doesn't exist, it doesn't attempt to count the files inside
            continue",,,,,
"File.Edit","","    ","650","1686851702126","processed_folder_creator.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
